parents,parents_beaten,beaten,p,e,t
2+5 (0.41:0.59),6 & 6,1,[ 0.  0.  0.  0. 63.  0.  0.  0.],[70. 40. 60. 70.  0. 70. 10. 80.],[308 299 338 269 268 163 316 223]
2+5 (0.42:0.58),6 & 6,1,[ 0.  0.  0.  0. 65.  0.  0.  0.],[70. 40. 60. 70.  0. 70. 10. 80.],[308 299 338 269 268 163 316 229]
2+5 (0.43:0.57),6 & 6,2,[ 0.  0.  0.  0. 65.  0. 91.  0.],[70. 40. 60. 70.  0. 70.  0. 80.],[308 299 338 269 268 163 137 226]
2+5 (0.44:0.56),6 & 6,2,[ 0.  0.  0.  0. 65.  0. 91.  0.],[70. 40. 60. 70.  0. 70.  0. 80.],[308 299 338 269 268 163 137 226]
2+5 (0.45:0.55),6 & 6,2,[ 0.  0.  0.  0. 65.  0. 91.  0.],[70. 40. 60. 70.  0. 70.  0. 80.],[308 299 338 269 268 163 137 223]
2+5 (0.46:0.54),6 & 6,2,[ 0.  0.  0.  0. 65.  0. 91.  0.],[70. 40. 60. 70.  0. 70.  0. 80.],[308 299 338 269 268 163 137 223]
2+5 (0.47:0.53),6 & 6,2,[ 0.  0.  0.  0. 65.  0. 91.  0.],[70. 30. 60. 70.  0. 70.  0. 80.],[308 307 338 269 268 163 137 229]
2+5 (0.48:0.52),6 & 6,2,[ 0. 28.  0.  0. 65.  0.  0.  0.],[70.  0. 60. 70.  0. 70. 10. 80.],[308 288 338 269 268 163 315 227]
2+5 (0.49:0.51),6 & 6,2,[ 0. 30.  0.  0. 65.  0.  0.  0.],[70.  0. 60. 70.  0. 70. 10. 80.],[308 278 338 269 268 163 315 225]
2+5 (0.50:0.50),6 & 6,2,[ 0. 42.  0.  0. 65.  0.  0.  0.],[70.  0. 60. 70.  0. 70. 10. 80.],[308 258 338 269 268 163 315 225]
2+5 (0.51:0.49),6 & 6,2,[ 0. 42.  0.  0. 65.  0.  0.  0.],[70.  0. 60. 70.  0. 70. 30. 80.],[308 278 338 269 268 163 313 225]
2+5 (0.52:0.48),6 & 6,2,[ 0. 36.  0.  0. 65.  0.  0.  0.],[70.  0. 50. 70.  0. 70. 30. 80.],[308 288 337 269 268 163 313 223]
2+5 (0.53:0.47),6 & 6,1,[ 0.  0.  0.  0. 65.  0.  0.  0.],[70. 10. 50. 70.  0. 70. 30. 80.],[308 306 337 269 268 163 315 223]
2+5 (0.54:0.46),6 & 6,1,[ 0.  0.  0.  0. 65.  0.  0.  0.],[70. 20. 50. 70.  0. 70. 30. 80.],[308 306 337 269 268 163 315 223]
2+5 (0.55:0.45),6 & 6,1,[ 0.  0.  0.  0. 65.  0.  0.  0.],[70. 20. 40. 70.  0. 70. 30. 80.],[308 305 337 269 268 163 310 223]
2+5 (0.56:0.44),6 & 6,1,[ 0.  0.  0.  0. 65.  0.  0.  0.],[70. 10. 40. 70.  0. 70. 30. 80.],[308 303 337 269 268 163 307 223]
2+5 (0.57:0.43),6 & 6,1,[ 0.  0.  0.  0. 65.  0.  0.  0.],[70. 10. 40. 70.  0. 70. 30. 80.],[308 318 337 269 268 163 309 223]
2+5 (0.58:0.42),6 & 6,1,[ 0.  0.  0.  0. 65.  0.  0.  0.],[70. 10. 30. 70.  0. 70. 10. 80.],[308 319 338 277 268 163 309 223]
2+5 (0.59:0.41),6 & 6,2,[ 0. 60.  0.  0. 65.  0.  0.  0.],[70.  0. 30. 70.  0. 70. 10. 80.],[308 288 338 283 268 163 339 223]
2+5 (0.60:0.40),6 & 6,2,[ 0. 60.  0.  0. 65.  0.  0.  0.],[70.  0. 30. 70.  0. 70. 10. 80.],[308 288 338 303 268 163 319 223]
2+5 (0.61:0.39),6 & 6,2,[ 0. 60.  0.  0. 65.  0.  0.  0.],[70.  0. 50. 70.  0. 70. 10. 80.],[308 288 339 295 268 163 247 223]
2+5 (0.62:0.38),6 & 6,2,[ 0. 62.  0.  0. 65.  0.  0.  0.],[70.  0. 50. 70.  0. 70. 10. 80.],[312 288 339 295 268 163 244 223]
2+5 (0.63:0.37),6 & 6,2,[ 0. 60.  0.  0. 65.  0.  0.  0.],[70.  0. 40. 70.  0. 70. 10. 80.],[312 278 340 295 268 163 244 223]
2+5 (0.64:0.36),6 & 6,2,[ 0. 70.  0.  0. 65.  0.  0.  0.],[70.  0. 40. 70.  0. 70. 10. 80.],[318 237 340 295 268 163 248 223]
2+5 (0.65:0.35),6 & 6,2,[ 0. 70.  0.  0. 65.  0.  0.  0.],[70.  0. 40. 70.  0. 70. 10. 80.],[318 237 340 295 268 163 245 223]
2+5 (0.66:0.34),6 & 6,2,[ 0. 70.  0.  0. 65.  0.  0.  0.],[70.  0. 40. 70.  0. 70. 10. 80.],[318 237 340 295 268 163 244 223]
2+5 (0.67:0.33),6 & 6,2,[ 0. 72.  0.  0. 65.  0.  0.  0.],[70.  0. 40. 70.  0. 70. 10. 80.],[324 237 340 282 268 163 244 223]
2+5 (0.68:0.32),6 & 6,2,[ 0. 72.  0.  0. 65.  0.  0.  0.],[70.  0. 40. 70.  0. 70. 10. 80.],[324 237 340 295 268 163 249 223]
2+5 (0.69:0.31),6 & 6,2,[ 0. 72.  0.  0. 65.  0.  0.  0.],[70.  0. 40. 70.  0. 70. 10. 80.],[328 237 340 295 268 163 250 223]
2+5 (0.70:0.30),6 & 6,2,[ 0. 72.  0.  0. 65.  0.  0.  0.],[70.  0. 40. 70.  0. 70. 10. 80.],[331 237 340 295 268 163 250 223]
2+5 (0.71:0.29),6 & 6,2,[ 0. 72.  0.  0. 65.  0.  0.  0.],[70.  0. 60. 70.  0. 70. 10. 80.],[333 237 340 299 268 163 250 223]
2+5 (0.72:0.28),6 & 6,2,[ 0. 72.  0.  0. 65.  0.  0.  0.],[70.  0. 60. 70.  0. 70. 10. 80.],[333 237 340 292 268 163 249 223]
2+5 (0.73:0.27),6 & 6,2,[ 0. 62.  0.  0. 65.  0.  0.  0.],[70.  0. 50. 70.  0. 70. 10. 80.],[334 278 340 292 268 163 248 230]
2+5 (0.74:0.26),6 & 6,2,[ 0. 68.  0.  0. 65.  0.  0.  0.],[70.  0. 30. 70.  0. 70. 10. 80.],[331 278 452 292 268 163 249 230]
2+5 (0.75:0.25),6 & 6,2,[ 0. 68.  0.  0. 65.  0.  0.  0.],[70.  0. 50. 70.  0. 70. 10. 80.],[327 278 454 298 268 163 240 230]
2+5 (0.76:0.24),6 & 6,2,[ 0. 68.  0.  0. 65.  0.  0.  0.],[70.  0. 50. 70.  0. 70. 10. 80.],[324 288 454 302 268 163 240 230]
2+5 (0.77:0.23),6 & 6,2,[ 0. 68.  0.  0. 65.  0.  0.  0.],[70.  0. 30. 70.  0. 70. 10. 80.],[321 288 454 302 268 163 250 230]
2+5 (0.78:0.22),6 & 6,2,[ 0. 74.  0.  0. 65.  0.  0.  0.],[70.  0. 50. 70.  0. 70. 10. 80.],[321 278 459 309 268 163 249 238]
2+5 (0.79:0.21),6 & 6,2,[ 0. 74.  0.  0. 65.  0.  0.  0.],[70.  0. 40. 70.  0. 70. 10. 80.],[321 278 507 300 268 163 245 297]
2+5 (0.80:0.20),6 & 6,2,[ 0. 76.  0.  0. 65.  0.  0.  0.],[70.  0. 20. 70.  0. 70. 10. 80.],[321 278 534 302 268 163 245 297]
2+5 (0.81:0.19),6 & 6,2,[ 0. 76.  0.  0. 65.  0.  0.  0.],[70.  0. 20. 70.  0. 70. 10. 80.],[321 278 538 311 268 163 242 297]
2+5 (0.82:0.18),6 & 6,2,[ 0. 76.  0.  0. 65.  0.  0.  0.],[70.  0. 20. 70.  0. 70. 10. 80.],[334 278 533 310 268 163 242 311]
2+5 (0.83:0.17),6 & 6,2,[ 0. 76.  0.  0. 65.  0.  0.  0.],[70.  0. 10. 70.  0. 70. 10. 80.],[334 278 523 301 268 163 240 323]
2+5 (0.84:0.16),6 & 6,3,[ 0. 76. 32.  0. 65.  0.  0.  0.],[70.  0.  0. 70.  0. 70. 10. 80.],[334 278 496 311 268 163 250 323]
2+5 (0.85:0.15),6 & 6,3,[ 0. 76. 26.  0. 65.  0.  0.  0.],[70.  0.  0. 70.  0. 70. 10. 80.],[363 278 446 318 268 163 251 323]
2+5 (0.86:0.14),6 & 6,3,[ 0. 76. 52.  0. 65.  0.  0.  0.],[70.  0.  0. 70.  0. 70. 10. 80.],[365 278 395 321 268 163 251 323]
2+5 (0.87:0.13),6 & 6,3,[ 0. 76. 18.  0. 65.  0.  0.  0.],[70.  0.  0. 70.  0. 70. 10. 80.],[365 278 496 346 268 163 251 323]
2+5 (0.88:0.12),6 & 6,3,[ 0. 76. 22.  0. 65.  0.  0.  0.],[70.  0.  0. 70.  0. 70. 30. 80.],[365 278 497 323 268 163 237 330]
2+5 (0.89:0.11),6 & 6,3,[ 0. 76. 22.  0. 65.  0.  0.  0.],[70.  0.  0. 70.  0. 60. 30. 80.],[365 278 497 323 268 251 237 330]
2+5 (0.90:0.10),6 & 6,3,[ 0. 76. 22.  0. 63.  0.  0.  0.],[70.  0.  0. 70.  0. 60. 10. 80.],[365 278 497 323 268 263 246 330]
2+5 (0.91:0.09),6 & 6,3,[ 0. 76. 22.  0. 63.  0.  0.  0.],[70.  0.  0. 70.  0. 70. 10. 80.],[365 278 497 349 268 287 251 330]
2+5 (0.92:0.08),6 & 6,3,[ 0. 76. 22.  0. 63.  0.  0.  0.],[70.  0.  0. 70.  0. 70. 10. 80.],[365 278 497 349 268 287 261 330]
2+5 (0.93:0.07),6 & 6,3,[ 0. 76. 22.  0. 63.  0.  0.  0.],[70.  0.  0. 20.  0. 70. 30. 80.],[365 278 497 756 268 287 261 330]
2+5 (0.94:0.06),6 & 6,3,[ 0. 76. 22.  0. 63.  0.  0.  0.],[70.  0.  0. 10.  0. 50. 10. 80.],[365 278 497 760 268 309 254 330]
2+5 (0.95:0.05),6 & 6,4,[ 0. 70. 22.  0. 63.  0.  0. 59.],[70.  0.  0. 20.  0. 60. 10.  0.],[365 258 497 756 268 307 254 331]
2+5 (0.96:0.04),6 & 6,3,[ 0. 70.  0.  0. 63.  0.  0. 59.],[70.  0. 10. 40.  0. 70. 10.  0.],[365 278 527 666 268 329 254 331]
2+5 (0.97:0.03),6 & 6,4,[ 0.  0. 10.  0. 62.  0. 91. 59.],[70. 10.  0. 40.  0. 50.  0.  0.],[365 390 509 691 268 325 150 331]
2+5 (0.98:0.02),6 & 6,4,[ 0. 74.  0.  0. 60.  0. 91. 59.],[70.  0. 10. 10.  0. 50.  0.  0.],[365 278 516 894 294 353 150 331]
2+5 (0.99:0.01),6 & 6,5,[ 0. 82. 30.  0. 69.  0. 91. 59.],[70.  0.  0. 60.  0. 60.  0.  0.],[365 237 474 588 294 331 150 331]
2+6 (0.01:0.99),6 & 6,4,[ 0. 64.  0.  0. 55.  0. 41.  5.],[70.  0. 60. 60.  0. 10.  0.  0.],[318 258 223 284 273 345 193 484]
2+6 (0.02:0.98),6 & 6,5,[ 0. 64.  0.  0. 56.  3. 42.  5.],[70.  0. 50. 60.  0.  0.  0.  0.],[318 258 337 284 274 340 193 484]
2+6 (0.03:0.97),6 & 6,4,[ 0. 64.  0.  0. 56.  0.  0.  5.],[70.  0. 50. 60.  0.  0. 10.  0.],[318 258 338 284 274 340 255 484]
2+6 (0.04:0.96),6 & 6,3,[ 0. 64.  0.  0. 57.  0.  0.  5.],[70.  0. 50. 60.  0. 30. 10.  0.],[318 258 338 284 274 317 283 484]
2+6 (0.05:0.95),6 & 6,3,[ 0. 64.  0.  0. 57.  0.  0.  5.],[70.  0. 50. 60.  0. 30. 10.  0.],[318 258 339 284 274 321 284 484]
2+6 (0.06:0.94),6 & 6,3,[ 0. 64.  0.  0. 58.  0.  0.  5.],[70.  0. 60. 60.  0. 30. 10.  0.],[319 258 337 284 275 313 311 483]
2+6 (0.07:0.93),6 & 6,3,[ 0. 64.  0.  0. 59.  0.  0.  5.],[70.  0. 60. 60.  0. 50. 10.  0.],[319 258 337 288 264 287 310 493]
2+6 (0.08:0.92),6 & 6,3,[ 0. 64.  0.  0. 51.  0.  0.  5.],[70.  0. 60. 60.  0. 60. 10.  0.],[319 258 337 288 300 227 311 480]
2+6 (0.09:0.91),6 & 6,3,[ 0. 64.  0.  0. 49.  0.  0.  5.],[70.  0. 60. 60.  0. 60. 10.  0.],[319 258 337 291 300 282 311 480]
2+6 (0.10:0.90),6 & 6,3,[ 0. 64.  0.  0. 59.  0.  0.  5.],[70.  0. 60. 60.  0. 60. 10.  0.],[319 258 337 291 264 202 312 480]
2+6 (0.11:0.89),6 & 6,3,[ 0. 64.  0.  0. 59.  0.  0.  5.],[70.  0. 60. 60.  0. 70. 10.  0.],[319 258 337 293 264 195 312 480]
2+6 (0.12:0.88),6 & 6,3,[ 0. 64.  0.  0. 61.  0.  0.  5.],[70.  0. 60. 60.  0. 70. 10.  0.],[319 258 337 293 239 184 313 480]
2+6 (0.13:0.87),6 & 6,3,[ 0. 64.  0.  0. 62.  0.  0.  5.],[70.  0. 60. 60.  0. 70. 10.  0.],[319 258 337 293 239 187 289 480]
2+6 (0.14:0.86),6 & 6,2,[ 0. 64.  0.  0. 61.  0.  0.  0.],[70.  0. 60. 60.  0. 40. 10. 30.],[319 258 337 293 239 247 292 391]
2+6 (0.15:0.85),6 & 6,2,[ 0. 70.  0.  0. 60.  0.  0.  0.],[70.  0. 60. 60.  0. 60. 10. 30.],[319 247 337 294 239 214 294 391]
2+6 (0.16:0.84),6 & 6,2,[ 0. 70.  0.  0. 59.  0.  0.  0.],[70.  0. 60. 60.  0. 60. 10. 30.],[319 247 337 294 265 214 295 391]
2+6 (0.17:0.83),6 & 6,2,[ 0. 70.  0.  0. 59.  0.  0.  0.],[70.  0. 60. 60.  0. 60. 10. 30.],[319 247 337 295 265 213 298 391]
2+6 (0.18:0.82),6 & 6,2,[ 0. 70.  0.  0. 63.  0.  0.  0.],[70.  0. 60. 60.  0. 60. 10. 30.],[319 247 337 295 266 215 300 391]
2+6 (0.19:0.81),6 & 6,2,[ 0. 70.  0.  0. 64.  0.  0.  0.],[70.  0. 60. 60.  0. 80. 10. 80.],[319 247 337 295 266 173 300 343]
2+6 (0.20:0.80),6 & 6,2,[ 0. 76.  0.  0. 59.  0.  0.  0.],[70.  0. 60. 60.  0. 80. 10. 80.],[319 237 337 295 292 164 298 343]
2+6 (0.21:0.79),6 & 6,2,[ 0. 76.  0.  0. 57.  0.  0.  0.],[70.  0. 60. 60.  0. 80. 10. 80.],[319 237 337 295 293 164 300 343]
2+6 (0.22:0.78),6 & 6,2,[ 0. 76.  0.  0. 57.  0.  0.  0.],[70.  0. 60. 60.  0. 80. 10. 80.],[319 237 337 299 293 164 303 343]
2+6 (0.23:0.77),6 & 6,2,[ 0. 70.  0.  0. 60.  0.  0.  0.],[70.  0. 60. 60.  0. 80. 10. 80.],[319 247 337 299 293 164 303 343]
2+6 (0.24:0.76),6 & 6,2,[ 0. 70.  0.  0. 60.  0.  0.  0.],[70.  0. 60. 60.  0. 80. 10. 80.],[319 247 337 302 293 164 305 343]
2+6 (0.25:0.75),6 & 6,2,[ 0. 70.  0.  0. 60.  0.  0.  0.],[70.  0. 60. 60.  0. 80. 10. 80.],[319 247 337 306 293 217 306 343]
2+6 (0.26:0.74),6 & 6,2,[ 0. 70.  0.  0. 66.  0.  0.  0.],[70.  0. 60. 60.  0. 80. 10. 80.],[319 247 337 307 266 217 309 222]
2+6 (0.27:0.73),6 & 6,2,[ 0. 70.  0.  0. 65.  0.  0.  0.],[70.  0. 60. 60.  0. 80. 10. 80.],[319 247 337 307 267 217 308 222]
2+6 (0.28:0.72),6 & 6,2,[ 0. 70.  0.  0. 65.  0.  0.  0.],[70.  0. 60. 60.  0. 80. 10. 80.],[319 247 337 307 267 217 308 222]
2+6 (0.29:0.71),6 & 6,2,[ 0. 70.  0.  0. 65.  0.  0.  0.],[70.  0. 60. 60.  0. 80. 10. 80.],[319 247 337 310 268 217 308 222]
2+6 (0.30:0.70),6 & 6,2,[ 0. 70.  0.  0. 65.  0.  0.  0.],[70.  0. 60. 60.  0. 80. 10. 80.],[319 247 337 310 268 218 309 222]
2+6 (0.31:0.69),6 & 6,2,[ 0. 70.  0.  0. 65.  0.  0.  0.],[70.  0. 60. 60.  0. 80. 10. 80.],[308 247 337 310 268 220 309 222]
2+6 (0.32:0.68),6 & 6,2,[ 0. 70.  0.  0. 65.  0.  0.  0.],[70.  0. 60. 60.  0. 80. 10. 80.],[308 247 337 310 268 223 310 222]
2+6 (0.33:0.67),6 & 6,2,[ 0. 70.  0.  0. 65.  0.  0.  0.],[70.  0. 60. 70.  0. 80. 10. 80.],[308 247 337 269 268 223 310 222]
2+6 (0.34:0.66),6 & 6,2,[ 0. 70.  0.  0. 65.  0.  0.  0.],[70.  0. 60. 70.  0. 80. 10. 80.],[308 247 337 269 268 226 310 222]
2+6 (0.35:0.65),6 & 6,2,[ 0. 70.  0.  0. 65.  0.  0.  0.],[70.  0. 60. 70.  0. 80. 10. 80.],[308 247 337 269 268 185 310 222]
2+6 (0.36:0.64),6 & 6,2,[ 0. 70.  0.  0. 65.  0.  0.  0.],[70.  0. 60. 70.  0. 80. 10. 80.],[308 247 337 269 268 226 310 222]
2+6 (0.37:0.63),6 & 6,2,[ 0. 70.  0.  0. 65.  0.  0.  0.],[70.  0. 60. 70.  0. 80. 10. 80.],[308 247 337 269 268 182 310 222]
2+6 (0.38:0.62),6 & 6,2,[ 0. 70.  0.  0. 65.  0.  0.  0.],[70.  0. 60. 70.  0. 80. 10. 80.],[308 247 337 269 268 182 310 222]
2+6 (0.39:0.61),6 & 6,2,[ 0. 70.  0.  0. 65.  0.  0.  0.],[70.  0. 60. 70.  0. 80. 10. 80.],[308 247 337 269 268 182 310 222]
2+6 (0.40:0.60),6 & 6,2,[ 0. 70.  0.  0. 65.  0.  0.  0.],[70.  0. 60. 70.  0. 80. 10. 80.],[308 247 337 269 268 182 310 222]
2+6 (0.41:0.59),6 & 6,2,[ 0. 70.  0.  0. 65.  0.  0.  0.],[70.  0. 40. 70.  0. 80. 10. 80.],[308 247 338 269 268 182 310 222]
2+6 (0.42:0.58),6 & 6,2,[ 0. 70.  0.  0. 65.  0.  0.  0.],[70.  0. 50. 70.  0. 80. 10. 80.],[308 247 338 269 268 172 310 222]
2+6 (0.43:0.57),6 & 6,2,[ 0. 70.  0.  0. 65.  0.  0.  0.],[70.  0. 40. 70.  0. 70. 10. 80.],[308 247 338 269 268 172 309 222]
2+6 (0.44:0.56),6 & 6,2,[ 0. 70.  0.  0. 65.  0.  0.  0.],[70.  0. 50. 70.  0. 70. 10. 80.],[308 247 340 269 268 163 309 222]
2+6 (0.45:0.55),6 & 6,2,[ 0. 70.  0.  0. 65.  0.  0.  0.],[70.  0. 50. 70.  0. 70. 10. 80.],[308 247 340 269 268 163 309 222]
2+6 (0.46:0.54),6 & 6,2,[ 0. 70.  0.  0. 65.  0.  0.  0.],[70.  0. 60. 70.  0. 70. 10. 80.],[308 247 340 269 268 163 309 222]
2+6 (0.47:0.53),6 & 6,2,[ 0. 70.  0.  0. 65.  0.  0.  0.],[70.  0. 60. 70.  0. 70. 10. 80.],[308 247 340 269 268 163 307 222]
2+6 (0.48:0.52),6 & 6,2,[ 0. 70.  0.  0. 65.  0.  0.  0.],[70.  0. 40. 70.  0. 70. 10. 80.],[308 247 340 269 268 163 307 222]
2+6 (0.49:0.51),6 & 6,2,[ 0. 70.  0.  0. 65.  0.  0.  0.],[70.  0. 10. 70.  0. 70. 10. 80.],[308 247 453 269 268 163 307 222]
2+6 (0.50:0.50),6 & 6,2,[ 0. 70.  0.  0. 65.  0.  0.  0.],[70.  0. 10. 70.  0. 70. 10. 80.],[308 247 453 269 268 163 307 222]
2+6 (0.51:0.49),6 & 6,2,[ 0. 70.  0.  0. 65.  0.  0.  0.],[70.  0. 80. 70.  0. 70. 10. 80.],[308 247 225 269 268 163 307 222]
2+6 (0.52:0.48),6 & 6,2,[ 0. 70.  0.  0. 65.  0.  0.  0.],[70.  0. 80. 70.  0. 70. 10. 80.],[308 247 225 269 268 163 307 222]
2+6 (0.53:0.47),6 & 6,2,[ 0. 70.  0.  0. 65.  0.  0.  0.],[70.  0. 60. 70.  0. 70. 10. 80.],[308 247 335 269 268 163 307 222]
2+6 (0.54:0.46),6 & 6,2,[ 0. 70.  0.  0. 65.  0.  0.  0.],[70.  0. 60. 70.  0. 70. 10. 80.],[308 247 228 269 268 163 307 222]
2+6 (0.55:0.45),6 & 6,2,[ 0. 70.  0.  0. 65.  0.  0.  0.],[70.  0. 60. 70.  0. 70. 10. 80.],[308 247 225 269 268 163 307 222]
2+6 (0.56:0.44),6 & 6,2,[ 0. 70.  0.  0. 65.  0.  0.  0.],[70.  0. 80. 70.  0. 70. 10. 80.],[308 247 225 269 268 163 307 222]
2+6 (0.57:0.43),6 & 6,2,[ 0. 70.  0.  0. 65.  0.  0.  0.],[70.  0. 80. 70.  0. 70. 10. 80.],[308 247 225 269 268 163 307 222]
2+6 (0.58:0.42),6 & 6,2,[ 0. 70.  0.  0. 65.  0.  0.  0.],[70.  0. 80. 70.  0. 70. 10. 80.],[308 247 225 269 268 163 307 222]
2+6 (0.59:0.41),6 & 6,2,[ 0. 70.  0.  0. 65.  0.  0.  0.],[70.  0. 80. 70.  0. 70. 10. 80.],[308 247 224 269 268 163 307 222]
2+6 (0.60:0.40),6 & 6,2,[ 0. 70.  0.  0. 65.  0.  0.  0.],[70.  0. 80. 70.  0. 70. 10. 80.],[308 247 225 269 268 163 307 222]
2+6 (0.61:0.39),6 & 6,2,[ 0. 70.  0.  0. 65.  0.  0.  0.],[70.  0. 80. 70.  0. 70. 10. 80.],[308 247 225 269 268 163 307 222]
2+6 (0.62:0.38),6 & 6,2,[ 0. 70.  0.  0. 65.  0.  0.  0.],[70.  0. 30. 70.  0. 70. 10. 80.],[308 247 335 269 268 163 307 222]
2+6 (0.63:0.37),6 & 6,2,[ 0. 70.  0.  0. 65.  0.  0.  0.],[70.  0. 80. 70.  0. 70. 10. 80.],[308 247 227 269 268 163 307 226]
2+6 (0.64:0.36),6 & 6,2,[ 0. 70.  0.  0. 65.  0.  0.  0.],[70.  0. 80. 70.  0. 70. 10. 80.],[308 247 227 269 268 163 307 230]
2+6 (0.65:0.35),6 & 6,2,[ 0. 70.  0.  0. 65.  0.  0.  0.],[70.  0. 60. 70.  0. 70. 10. 80.],[308 247 335 269 268 163 307 225]
2+6 (0.66:0.34),6 & 6,2,[ 0. 70.  0.  0. 65.  0.  0.  0.],[70.  0. 60. 70.  0. 70. 10. 80.],[308 247 335 269 268 163 307 223]
2+6 (0.67:0.33),6 & 6,2,[ 0. 70.  0.  0. 65.  0.  0.  0.],[70.  0. 60. 70.  0. 70. 10. 80.],[308 247 339 269 268 163 307 223]
2+6 (0.68:0.32),6 & 6,2,[ 0. 70.  0.  0. 65.  0.  0.  0.],[70.  0. 60. 70.  0. 70. 10. 80.],[308 247 339 269 268 163 307 223]
2+6 (0.69:0.31),6 & 6,2,[ 0. 70.  0.  0. 65.  0.  0.  0.],[70.  0. 60. 70.  0. 70. 10. 80.],[308 247 342 269 268 163 308 223]
2+6 (0.70:0.30),6 & 6,2,[ 0. 70.  0.  0. 65.  0.  0.  0.],[70.  0. 40. 70.  0. 70. 10. 80.],[308 247 337 269 268 163 309 223]
2+6 (0.71:0.29),6 & 6,2,[ 0. 70.  0.  0. 65.  0.  0.  0.],[70.  0. 50. 70.  0. 70. 10. 80.],[308 247 339 269 268 163 304 223]
2+6 (0.72:0.28),6 & 6,2,[ 0. 70.  0.  0. 65.  0.  0.  0.],[70.  0. 50. 70.  0. 70. 10. 80.],[308 247 339 269 268 163 305 223]
2+6 (0.73:0.27),6 & 6,2,[ 0. 70.  0.  0. 65.  0.  0.  0.],[70.  0. 20. 70.  0. 70. 10. 80.],[308 247 459 273 268 163 305 223]
2+6 (0.74:0.26),6 & 6,3,[ 0. 70. 28.  0. 65.  0.  0.  0.],[70.  0.  0. 70.  0. 70. 10. 80.],[308 247 422 279 268 163 304 223]
2+6 (0.75:0.25),6 & 6,3,[ 0. 70.  2.  0. 65.  0.  0.  0.],[70.  0.  0. 70.  0. 70. 10. 80.],[308 247 486 285 268 163 303 223]
2+6 (0.76:0.24),6 & 6,2,[ 0. 70.  0.  0. 65.  0.  0.  0.],[70.  0. 10. 70.  0. 70. 10. 80.],[308 247 461 272 268 163 309 223]
2+6 (0.77:0.23),6 & 6,3,[ 0. 70. 28.  0. 65.  0.  0.  0.],[70.  0.  0. 70.  0. 70. 10. 80.],[308 247 396 279 268 163 309 223]
2+6 (0.78:0.22),6 & 6,3,[ 0. 70. 10.  0. 65.  0.  0.  0.],[70.  0.  0. 70.  0. 70. 10. 80.],[308 247 461 286 268 163 309 223]
2+6 (0.79:0.21),6 & 6,3,[ 0. 78. 22.  0. 65.  0.  0.  0.],[70.  0.  0. 70.  0. 70. 10. 80.],[308 237 473 284 268 163 310 229]
2+6 (0.80:0.20),6 & 6,3,[ 0. 74. 10.  0. 65.  0.  0.  0.],[70.  0.  0. 70.  0. 70. 10. 80.],[308 247 473 289 268 163 320 227]
2+6 (0.81:0.19),6 & 6,3,[ 0. 74. 14.  0. 65.  0.  0.  0.],[70.  0.  0. 70.  0. 70. 10. 80.],[308 258 473 288 268 163 318 227]
2+6 (0.82:0.18),6 & 6,3,[ 0. 74. 36.  0. 65.  0.  0.  0.],[70.  0.  0. 70.  0. 70. 10. 80.],[308 258 496 276 268 163 318 227]
2+6 (0.83:0.17),6 & 6,3,[ 0. 72. 12.  0. 65.  0.  0.  0.],[70.  0.  0. 70.  0. 70. 10. 80.],[308 278 496 283 268 163 329 229]
2+6 (0.84:0.16),6 & 6,2,[ 0. 72.  0.  0. 65.  0.  0.  0.],[70.  0. 10. 70.  0. 70. 10. 80.],[308 278 516 299 268 163 329 227]
2+6 (0.85:0.15),6 & 6,3,[ 0. 72. 34.  0. 65.  0.  0.  0.],[70.  0.  0. 70.  0. 60. 10. 80.],[308 278 496 294 268 218 330 214]
2+6 (0.86:0.14),6 & 6,3,[ 0. 72. 18.  0. 65.  0.  0.  0.],[70.  0.  0. 70.  0. 60. 10. 80.],[308 278 473 315 268 220 325 225]
2+6 (0.87:0.13),6 & 6,3,[ 0. 72. 18.  0. 65.  0.  0.  0.],[70.  0.  0. 70.  0. 50. 20. 80.],[312 278 473 302 268 234 331 233]
2+6 (0.88:0.12),6 & 6,3,[ 0. 72. 18.  0. 65.  0.  0.  0.],[70.  0.  0. 70.  0. 60. 20. 80.],[316 278 473 386 268 225 388 237]
2+6 (0.89:0.11),6 & 6,4,[ 0. 72. 24.  0. 63.  0.  0. 60.],[70.  0.  0. 50.  0. 60. 30.  0.],[319 278 487 572 268 242 439 331]
2+6 (0.90:0.10),6 & 6,4,[ 0. 72. 16.  0. 63.  0.  0. 60.],[70.  0.  0. 70.  0. 50. 10.  0.],[334 278 486 493 268 266 406 344]
2+6 (0.91:0.09),6 & 6,4,[ 0. 70. 16.  0. 63.  0.  0. 59.],[70.  0.  0. 30.  0. 60. 10.  0.],[334 258 486 627 268 266 246 344]
2+6 (0.92:0.08),6 & 6,4,[ 0. 70. 22.  0. 63.  0.  0. 59.],[70.  0.  0. 30.  0. 60. 30.  0.],[365 258 497 687 268 258 237 344]
2+6 (0.93:0.07),6 & 6,4,[ 0. 70. 22.  0. 63.  0.  0. 59.],[70.  0.  0. 20.  0. 60. 30.  0.],[365 258 497 753 268 262 237 344]
2+6 (0.94:0.06),6 & 6,3,[ 0. 70.  0.  0. 63.  0.  0. 59.],[70.  0. 10. 10.  0. 50. 10.  0.],[365 258 527 655 268 265 261 344]
